wordform,sum_freq,norm_freq,log_freq,sqrt_freq_raw,sqrt_freq,bcLambda_0.0,bcLambda_0.1,bcLambda_0.2,bcLambda_0.3,bcLambda_0.4,bcLambda_0.5,bcLambda_0.6,bcLambda_0.7,bcLambda_0.8,bcLambda_0.9,bcLambda_1.0,Moby_pron,Rep_P,Rep_O
earn,11157,24.79333333,0.297346652,105.6267012,0.000267099,0.000301061,0.000312618,0.000317361,0.000309534,0.000285609,0.00024666,0.000198377,0.000148587,0.000104065,6.86E-05,4.29E-05,/@/rn,_/_/_/^/r/n/_/,_/_/_/e/a/r/n/_/
earth,55744,123.8755556,0.44164169,236.101673,0.000597032,0.000353027,0.00040262,0.000459911,0.000514024,0.000549896,0.000554258,0.00052202,0.000458635,0.000377059,0.000291869,0.000214344,/@/r/T/,_/_/_/^/r/T/_/,_/_/_/e/a/r/t/h/
ease,12287,27.30444444,0.305846142,110.846741,0.000280299,0.000304177,0.000317617,0.000324678,0.000319215,0.000297123,0.000258967,0.000210244,0.000158983,0.00011242,7.48E-05,4.72E-05,/i/z,_/_/_/i/z/_/_/,_/_/_/e/a/s/e/_/
east,61010,135.5777778,0.449836872,247.0020243,0.000624596,0.000355943,0.000408112,0.00046935,0.000528686,0.000570372,0.000579956,0.000551114,0.000488565,0.000405299,0.000316572,0.000234593,/i/st,_/_/_/i/s/t/_/,_/_/_/e/a/s/t/_/
eat,44512,98.91555556,0.421240568,210.9786719,0.000533503,0.000345758,0.000389144,0.00043711,0.000479157,0.000501959,0.00049503,0.000456001,0.000391766,0.000314933,0.00023836,0.000171155,/i/t,_/_/_/i/t/_/_/,_/_/_/e/a/t/_/_/
eats,3607,8.015555556,0.201177696,60.058305,0.00015187,0.000264584,0.000257555,0.000241432,0.000214808,0.00017925,0.000139231,0.000100386,6.73E-05,4.21E-05,2.48E-05,1.39E-05,/i/ts,_/_/_/i/t/s/_/,_/_/_/e/a/t/s/_/
eave,81,0.18,0.05,9,2.28E-05,0.000141955,0.000112057,8.20E-05,5.51E-05,3.38E-05,1.89E-05,9.63E-06,4.52E-06,1.96E-06,8.00E-07,3.08E-07,/i/v,_/_/_/i/v/_/_/,_/_/_/e/a/v/e/_/
eaves,645,1.433333333,0.081356816,25.3968502,6.42E-05,0.000208978,0.000184715,0.000154148,0.000120048,8.65E-05,5.75E-05,3.53E-05,2.00E-05,1.06E-05,5.26E-06,2.48E-06,/i/vz,_/_/_/i/v/z/_/,_/_/_/e/a/v/e/s/
ebb,813,1.806666667,0.094415402,28.51315486,7.21E-05,0.000216455,0.000193796,0.000164212,0.000130128,9.56E-05,6.49E-05,4.06E-05,2.36E-05,1.28E-05,6.48E-06,3.12E-06,/E/b,_/_/_/E/b/_/_/,_/_/_/e/b/b/_/_/
edge,37445,83.21111111,0.405596255,193.5071058,0.000489323,0.000340174,0.000378993,0.000420275,0.000453921,0.000467949,0.00045384,0.000410997,0.000347087,0.000274245,0.000204011,0.000143981,/E/dZ/,_/_/_/E/J/_/_/,_/_/_/e/d/g/e/_/
eel,639,1.42,0.080854134,25.27844932,6.39E-05,0.000208676,0.000184353,0.000153751,0.000119655,8.62E-05,5.72E-05,3.51E-05,1.99E-05,1.05E-05,5.22E-06,2.45E-06,/i/l,_/_/_/i/l/_/_/,_/_/_/e/e/l/_/_/
egg,14840,32.97777778,0.322559893,121.8195387,0.000308046,0.000310275,0.00032754,0.000339412,0.000338988,0.000320981,0.000284835,0.000235548,0.000181475,0.000130758,8.87E-05,5.71E-05,/E/g,_/_/_/E/g/_/_/,_/_/_/e/g/g/_/_/
eh,2612,5.804444444,0.175435212,51.10772936,0.000129236,0.000254158,0.000242926,0.000222699,0.000193126,0.000156688,0.00011813,8.26E-05,5.36E-05,3.25E-05,1.86E-05,1.00E-05,/eI/,_/_/_/e/_/_/_/,_/_/_/e/h/_/_/_/
eight,58249,129.4422222,0.44563173,241.348296,0.000610299,0.000354447,0.000405288,0.000464486,0.000521114,0.000559775,0.000566627,0.000535991,0.000472973,0.000390556,0.000303648,0.000223977,/eI/t,_/_/_/e/t/_/_/,_/_/_/e/i/g/h/t/
eke,258,0.573333333,0.05,16.0623784,4.06E-05,0.000179379,0.000150763,0.000118584,8.64E-05,5.78E-05,3.55E-05,2.00E-05,1.04E-05,5.05E-06,2.30E-06,9.88E-07,/i/k,_/_/_/i/k/_/_/,_/_/_/e/k/e/_/_/
eld,67,0.148888889,0.05,8.185352772,2.07E-05,0.000135825,0.000106134,7.68E-05,5.09E-05,3.08E-05,1.69E-05,8.51E-06,3.93E-06,1.68E-06,6.72E-07,2.54E-07,/E/ld,_/_/_/E/l/d/_/,_/_/_/e/l/d/_/_/
elf,1339,2.975555556,0.126268504,36.59234893,9.25E-05,0.000232573,0.000214099,0.000187555,0.00015439,0.000118288,8.39E-05,5.51E-05,3.35E-05,1.90E-05,1.02E-05,5.14E-06,/E/lf,_/_/_/E/l/f/_/,_/_/_/e/l/f/_/_/
elk,3947,8.771111111,0.208540532,62.8251542,0.000158866,0.000267494,0.000261723,0.00024688,0.000221243,0.000186085,0.000145754,0.000106002,7.17E-05,4.53E-05,2.69E-05,1.52E-05,/E/lk,_/_/_/E/l/k/_/,_/_/_/e/l/k/_/_/
elm,1028,2.284444444,0.108797315,32.06243908,8.11E-05,0.000224035,0.000203218,0.0001749,0.000141086,0.000105715,7.32E-05,4.69E-05,2.78E-05,1.54E-05,8.01E-06,3.95E-06,/E/lm,_/_/_/E/l/m/_/,_/_/_/e/l/m/_/_/
else,101079,224.62,0.495760003,317.9292374,0.00080395,0.000372252,0.00043976,0.000525405,0.000618435,0.000699586,0.000747169,0.000746364,0.000695764,0.000607023,0.000498671,0.000388668,/E/ls,_/_/_/E/l/s/_/,_/_/_/e/l/s/e/_/
elves,930,2.066666667,0.102520659,30.49590136,7.71E-05,0.000220799,0.000199168,0.000170275,0.000136313,0.000101286,6.95E-05,4.41E-05,2.59E-05,1.42E-05,7.32E-06,3.57E-06,/E/lvz,_/_/_/E/l/v/z/,_/_/_/e/l/v/e/s/
em,2725,6.055555556,0.178750677,52.20153254,0.000132002,0.000255526,0.000244819,0.000225089,0.000195853,0.000159485,0.000120709,8.47E-05,5.53E-05,3.37E-05,1.93E-05,1.05E-05,/E/m,_/_/_/E/m/_/_/,_/_/_/e/m/_/_/_/
end,188673,419.2733333,0.552670406,434.3650538,0.001098382,0.000392413,0.000481158,0.000602999,0.000749921,0.000899962,0.001021669,0.001085712,0.00107707,0.001000141,0.000874508,0.000725486,/E/nd,_/_/_/E/n/d/_/,_/_/_/e/n/d/_/_/
ere,427,0.948888889,0.061046236,20.66397832,5.23E-05,0.000195654,0.000169046,0.00013733,0.000103733,7.23E-05,4.64E-05,2.74E-05,1.49E-05,7.59E-06,3.62E-06,1.64E-06,/@/r,_/_/_/E/r/_/_/,_/_/_/e/r/e/_/_/
erg,40,0.088888889,0.05,6.32455532,1.60E-05,0.000119163,9.06E-05,6.36E-05,4.07E-05,2.37E-05,1.26E-05,6.05E-06,2.67E-06,1.09E-06,4.16E-07,1.50E-07,/E/rg,_/_/_/E/r/g/_/,_/_/_/e/r/g/_/_/
err,557,1.237777778,0.073692065,23.60084744,5.97E-05,0.000204239,0.000179068,0.000148007,0.000114013,8.12E-05,5.33E-05,3.22E-05,1.80E-05,9.41E-06,4.61E-06,2.14E-06,/@/r,_/_/_/E/r/_/_/,_/_/_/e/r/r/_/_/
etch,156,0.346666667,0.05,12.489996,3.16E-05,0.000163127,0.000133402,0.000101658,7.14E-05,4.60E-05,2.71E-05,1.46E-05,7.27E-06,3.36E-06,1.45E-06,5.96E-07,/E/tS/,_/_/_/E/C/_/_/,_/_/_/e/t/c/h/_/
eve,6551,14.55777778,0.251094397,80.93824807,0.000204669,0.000283861,0.000285879,0.000279419,0.000260866,0.000229472,0.000188456,0.000143925,0.000102288,6.79E-05,4.25E-05,2.52E-05,/i/v,_/_/_/i/v/_/_/,_/_/_/e/v/e/_/_/
ewe,320,0.711111111,0.05,17.88854382,4.52E-05,0.000186336,0.000158465,0.000126367,9.35E-05,6.37E-05,3.98E-05,2.29E-05,1.22E-05,6.02E-06,2.79E-06,1.23E-06,/j/u/,_/_/_/j/u/_/_/,_/_/_/e/w/e/_/_/
ex,2111,4.691111111,0.159089005,45.94562003,0.000116183,0.000247279,0.000233529,0.000210985,0.000179928,0.000143319,0.00010596,7.26E-05,4.62E-05,2.74E-05,1.53E-05,8.11E-06,/E/ks,_/_/_/E/k/s/_/,_/_/_/e/x/_/_/_/
eye,47879,106.3977778,0.427847293,218.8127053,0.000553313,0.000348114,0.000393478,0.000444387,0.000490199,0.000517024,0.000513499,0.000476427,0.000412294,0.000333855,0.000254529,0.000184102,/aI/,_/_/_/Y/_/_/_/,_/_/_/e/y/e/_/_/
eyed,2096,4.657777778,0.158551576,45.78209257,0.000115769,0.000247048,0.000233217,0.000210601,0.0001795,0.000142891,0.000105575,7.23E-05,4.59E-05,2.73E-05,1.52E-05,8.06E-06,/aI/d,_/_/_/Y/d/_/_/,_/_/_/e/y/e/d/_/
face,160272,356.16,0.537783346,400.3398556,0.001012342,0.000387142,0.000470086,0.000581772,0.00071314,0.000842664,0.000941454,0.000984403,0.000960809,0.00087776,0.000755084,0.000616278,f/eI/s,_/_/f/e/s/_/_/,_/_/f/a/c/e/_/_/
fact,164805,366.2333333,0.540327954,405.9618209,0.001026558,0.000388043,0.000471966,0.000585352,0.000719301,0.000852197,0.000954708,0.001001028,0.000979756,0.000897567,0.000774278,0.000633708,f/&/kt,_/_/f/@/k/t/_/,_/_/f/a/c/t/_/_/
fad,926,2.057777778,0.102255091,30.43024811,7.69E-05,0.000220659,0.000198994,0.000170078,0.000136111,0.000101099,6.94E-05,4.40E-05,2.58E-05,1.42E-05,7.29E-06,3.56E-06,f/&/d,_/_/f/@/d/_/_/,_/_/f/a/d/_/_/_/
fade,4536,10.08,0.220041627,67.34983296,0.000170308,0.000271987,0.000268233,0.000255487,0.000231528,0.000197134,0.000156421,0.000115293,7.90E-05,5.06E-05,3.05E-05,1.74E-05,f/eI/d,_/_/f/e/d/_/_/,_/_/f/a/d/e/_/_/
fag,271,0.602222222,0.05,16.46207763,4.16E-05,0.000180967,0.000152506,0.000120331,8.79E-05,5.91E-05,3.65E-05,2.07E-05,1.08E-05,5.26E-06,2.40E-06,1.04E-06,f/&/g,_/_/f/@/g/_/_/,_/_/f/a/g/_/_/_/
fail,13434,29.85333333,0.313734783,115.9051336,0.00029309,0.00030706,0.000322284,0.000331574,0.000328423,0.000308178,0.000270892,0.000221849,0.000169246,0.000120745,8.11E-05,5.17E-05,f/eI/l,_/_/f/e/l/_/_/,_/_/f/a/i/l/_/_/
failed,32865,73.03333333,0.393811553,181.2870652,0.000458422,0.000335959,0.000371449,0.00040795,0.000435725,0.000443797,0.000425031,0.000379995,0.000316774,0.000247059,0.000181408,0.000126369,f/eI/ld,_/_/f/e/l/d/_/,_/_/f/a/i/l/e/d/
faille,38,0.084444444,0.05,6.164414003,1.56E-05,0.000117506,8.91E-05,6.23E-05,3.98E-05,2.31E-05,1.22E-05,5.84E-06,2.57E-06,1.04E-06,3.97E-07,1.42E-07,f/aI/l,_/_/f/Y/l/_/_/,_/_/f/a/i/l/l/e/
fain,119,0.264444444,0.05,10.90871211,2.76E-05,0.000154381,0.000124415,9.32E-05,6.43E-05,4.06E-05,2.34E-05,1.23E-05,5.98E-06,2.69E-06,1.14E-06,4.54E-07,f/eI/n,_/_/f/e/n/_/_/,_/_/f/a/i/n/_/_/
faint,7105,15.78888889,0.258061813,84.29116205,0.000213148,0.000286483,0.000289864,0.000284946,0.000267794,0.000237278,0.000196361,0.000151146,0.000108282,7.25E-05,4.57E-05,2.73E-05,f/eI/nt,_/_/f/e/n/t/_/,_/_/f/a/i/n/t/_/
faints,103,0.228888889,0.05,10.14889157,2.57E-05,0.000149717,0.000119721,8.89E-05,6.07E-05,3.79E-05,2.16E-05,1.12E-05,5.38E-06,2.39E-06,9.96E-07,3.92E-07,f/eI/nts,_/_/f/e/n/t/s/,_/_/f/a/i/n/t/s/
fair,36072,80.16,0.402219949,189.9263015,0.000480268,0.000338967,0.000376823,0.000416713,0.000448638,0.000460905,0.000445399,0.000401871,0.000338122,0.000266169,0.000197266,0.000138701,f/@/r,_/_/f/E/r/_/_/,_/_/f/a/i/r/_/_/
faith,32306,71.79111111,0.39226343,179.7386992,0.000454506,0.000335405,0.000370464,0.000406354,0.000433385,0.000440714,0.000421381,0.000376097,0.00031299,0.000243691,0.000178628,0.00012422,f/eI/T/,_/_/f/e/T/_/_/,_/_/f/a/i/t/h/_/
fake,6755,15.01111111,0.253722137,82.18880702,0.000207831,0.000284851,0.00028738,0.000281496,0.000263463,0.000232391,0.000191405,0.000146611,0.000104512,6.96E-05,4.37E-05,2.60E-05,f/eI/k,_/_/f/e/k/_/_/,_/_/f/a/k/e/_/_/
fall,67551,150.1133333,0.45908959,259.9057521,0.000657225,0.000359233,0.000414368,0.000480207,0.000545713,0.000594381,0.000610377,0.000585888,0.000524683,0.000439709,0.000346962,0.000259745,f/O/l,_/_/f/a/l/_/_/,_/_/f/a/l/l/_/_/
falls,19010,42.24444444,0.344623329,137.8767566,0.00034865,0.000318275,0.000340843,0.000359603,0.000366684,0.000355137,0.00032269,0.000273399,0.000215866,0.000159419,0.000110829,7.31E-05,f/O/lz,_/_/f/a/l/z/_/,_/_/f/a/l/l/s/_/
false',14992,33.31555556,0.323464896,122.4418229,0.000309619,0.000310605,0.000328081,0.000340224,0.000340088,0.000322321,0.000286302,0.000236997,0.000182776,0.000131828,8.95E-05,5.76E-05,f/O/ls,_/_/f/a/l/s/_/,_/_/f/a/l/s/e/_/
fame,10818,24.04,0.294634809,104.0096149,0.00026301,0.000300064,0.000311029,0.00031505,0.000306497,0.00028202,0.000242848,0.000194725,0.000145407,0.000101527,6.67E-05,4.16E-05,f/eI/m,_/_/f/e/m/_/_/,_/_/f/a/m/e/_/_/
famed,2537,5.637777778,0.173166423,50.36864104,0.000127368,0.000253217,0.000241628,0.000221067,0.00019127,0.000154791,0.000116388,8.11E-05,5.25E-05,3.18E-05,1.81E-05,9.75E-06,f/eI/md,_/_/f/e/m/d/_/,_/_/f/a/m/e/d/_/
fan,15641,34.75777778,0.32723137,125.0639836,0.00031625,0.000311974,0.000330336,0.000343615,0.000344697,0.000327951,0.000292484,0.00024312,0.000188286,0.000136377,9.30E-05,6.01E-05,f/&/n,_/_/f/@/n/_/_/,_/_/f/a/n/_/_/_/
fang,870,1.933333333,0.098453856,29.49576241,7.46E-05,0.000218644,0.000196494,0.000167247,0.000133214,9.84E-05,6.72E-05,4.23E-05,2.47E-05,1.35E-05,6.89E-06,3.34E-06,f/&/N/,_/_/f/@/G/_/_/,_/_/f/a/n/g/_/_/
fanged,72,0.16,0.05,8.485281374,2.15E-05,0.00013815,0.000108368,7.87E-05,5.25E-05,3.19E-05,1.76E-05,8.92E-06,4.14E-06,1.78E-06,7.18E-07,2.73E-07,f/&/N/d,_/_/f/@/G/d/_/,_/_/f/a/n/g/e/d/
far,156397,347.5488889,0.535550548,395.4706057,0.001000029,0.000386352,0.00046844,0.000578647,0.000707775,0.000834386,0.000929975,0.000970042,0.000944484,0.00086074,0.000738633,0.000601378,f/A/r,_/_/f/a/r/_/_/,_/_/f/a/r/_/_/_/
farce,831,1.846666667,0.095710065,28.82707061,7.29E-05,0.000217163,0.000194666,0.000165188,0.000131118,9.65E-05,6.56E-05,4.12E-05,2.39E-05,1.30E-05,6.61E-06,3.19E-06,f/A/rs,_/_/f/a/r/s/_/,_/_/f/a/r/c/e/_/
fare,5564,12.36444444,0.237191613,74.5922248,0.000188622,0.000278586,0.000277959,0.000268569,0.000247432,0.000214517,0.000173496,0.000130423,9.12E-05,5.96E-05,3.67E-05,2.14E-05,f/@/r,_/_/f/E/r/_/_/,_/_/f/a/r/e/_/_/
farm,26174,58.16444444,0.373300428,161.7838064,0.000409104,0.000328606,0.000358519,0.000387202,0.000405633,0.00040456,0.000379052,0.000331387,0.000270081,0.000205915,0.000147798,0.000100641,f/A/rm,_/_/f/a/r/m/_/,_/_/f/a/r/m/_/_/
fart,477,1.06,0.066118932,21.84032967,5.52E-05,0.000199231,0.000173189,0.00014171,0.000107916,7.59E-05,4.91E-05,2.93E-05,1.62E-05,8.30E-06,4.01E-06,1.83E-06,f/A/rt,_/_/f/a/r/t/_/,_/_/f/a/r/t/_/_/
fast,42288,93.97333333,0.416599452,205.6404629,0.000520004,0.000344103,0.000386116,0.000432058,0.000471538,0.00049163,0.000482445,0.000442168,0.000377952,0.000302278,0.000227614,0.000162603,f/&/st,_/_/f/@/s/t/_/,_/_/f/a/s/t/_/_/
fat,43762,97.24888889,0.419701608,209.1936902,0.000528989,0.000345209,0.000388138,0.000435429,0.000476618,0.000498511,0.000490822,0.000451368,0.000387131,0.00031068,0.000234742,0.000168271,f/&/t,_/_/f/@/t/_/_/,_/_/f/a/t/_/_/_/
fate,11236,24.96888889,0.297967231,106,0.000268043,0.000301289,0.000312982,0.000317891,0.000310233,0.000286436,0.00024754,0.000199222,0.000149324,0.000104655,6.90E-05,4.32E-05,f/eI/t,_/_/f/e/t/_/_/,_/_/f/a/t/e/_/_/
fats,2432,5.404444444,0.169892521,49.31531202,0.000124704,0.000251851,0.000239753,0.000218715,0.000188606,0.000152078,0.000113905,7.91E-05,5.10E-05,3.07E-05,1.74E-05,9.35E-06,f/&/ts,_/_/f/@/t/s/_/,_/_/f/a/t/s/_/_/
fault,11931,26.51333333,0.303252631,109.229117,0.000276208,0.000303227,0.000316088,0.000322433,0.000316235,0.000293567,0.000255153,0.000206554,0.00015574,0.000109805,7.29E-05,4.59E-05,f/O/lt,_/_/f/a/l/t/_/,_/_/f/a/u/l/t/_/
faun,99,0.22,0.05,9.949874371,2.52E-05,0.000148437,0.000118445,8.78E-05,5.98E-05,3.72E-05,2.11E-05,1.10E-05,5.23E-06,2.32E-06,9.61E-07,3.77E-07,f/O/n,_/_/f/a/n/_/_/,_/_/f/a/u/n/_/_/
fawn,527,1.171111111,0.07092508,22.95648057,5.81E-05,0.000202451,0.000176959,0.000145736,0.000111803,7.93E-05,5.18E-05,3.11E-05,1.73E-05,9.00E-06,4.38E-06,2.02E-06,f/O/n,_/_/f/a/n/_/_/,_/_/f/a/w/n/_/_/
faze,254,0.564444444,0.05,15.93737745,4.03E-05,0.000178874,0.00015021,0.000118032,8.59E-05,5.74E-05,3.52E-05,1.98E-05,1.03E-05,4.99E-06,2.26E-06,9.73E-07,f/eI/z,_/_/f/e/z/_/_/,_/_/f/a/z/e/_/_/
fear,49109,109.1311111,0.430146578,221.6055053,0.000560375,0.000348933,0.000394993,0.000446943,0.000494097,0.000522368,0.000520083,0.000483745,0.000419684,0.0003407,0.000260406,0.000188831,f/i/r,_/_/f/i/r/_/_/,_/_/f/e/a/r/_/_/
feast,3811,8.468888889,0.205666106,61.73329734,0.000156105,0.000266361,0.000260096,0.000244748,0.000218717,0.000183395,0.00014318,0.00010378,6.99E-05,4.40E-05,2.61E-05,1.47E-05,f/i/st,_/_/f/i/s/t/_/,_/_/f/e/a/s/t/_/
feat,2298,5.106666667,0.165536674,47.93745926,0.00012122,0.000250021,0.00023725,0.000215594,0.000185087,0.000148511,0.000110656,7.64E-05,4.90E-05,2.94E-05,1.65E-05,8.83E-06,f/i/t,_/_/f/i/t/_/_/,_/_/f/e/a/t/_/_/
fed,14261,31.69111111,0.319028134,119.4194289,0.000301977,0.00030899,0.000325432,0.00033626,0.000334726,0.000315801,0.000279177,0.000229973,0.000176483,0.000126658,8.56E-05,5.48E-05,f/E/d,_/_/f/E/d/_/_/,_/_/f/e/d/_/_/_/
fee,10381,23.06888889,0.29101605,101.8871925,0.000257643,0.000298732,0.000308913,0.000311984,0.000302481,0.000277291,0.000237844,0.000189948,0.000141264,9.82E-05,6.43E-05,3.99E-05,f/i/,_/_/f/i/_/_/_/,_/_/f/e/e/_/_/_/
feed,15164,33.69777778,0.324478298,123.1421942,0.00031139,0.000310973,0.000328687,0.000341134,0.000341323,0.000323827,0.000287953,0.00023863,0.000184243,0.000133038,9.04E-05,5.83E-05,f/i/d,_/_/f/i/d/_/_/,_/_/f/e/e/d/_/_/
feel,156008,346.6844444,0.535323365,394.9784804,0.000998785,0.000386271,0.000468273,0.00057833,0.000707232,0.000833549,0.000928814,0.000968593,0.000942839,0.000859027,0.00073698,0.000599882,f/i/l,_/_/f/i/l/_/_/,_/_/f/e/e/l/_/_/
feet,92165,204.8111111,0.487352863,303.5868904,0.000767682,0.000369269,0.000433853,0.000514727,0.000600991,0.000673967,0.000713356,0.000706105,0.000652208,0.000563801,0.00045891,0.000354391,f/i/t,_/_/f/i/t/_/_/,_/_/f/e/e/t/_/_/
feign,274,0.608888889,0.05,16.55294536,4.19E-05,0.000181322,0.000152898,0.000120725,8.83E-05,5.94E-05,3.67E-05,2.08E-05,1.09E-05,5.31E-06,2.43E-06,1.05E-06,f/eI/n,_/_/f/e/n/_/_/,_/_/f/e/i/g/n/_/
feint,146,0.324444444,0.05,12.08304597,3.06E-05,0.000160987,0.000131181,9.96E-05,6.96E-05,4.46E-05,2.61E-05,1.40E-05,6.93E-06,3.18E-06,1.37E-06,5.58E-07,f/eI/nt,_/_/f/e/n/t/_/,_/_/f/e/i/n/t/_/
feints,74,0.164444444,0.05,8.602325267,2.18E-05,0.000139035,0.000109222,7.95E-05,5.31E-05,3.23E-05,1.79E-05,9.08E-06,4.23E-06,1.82E-06,7.36E-07,2.81E-07,f/eI/nts,_/_/f/e/n/t/s/,_/_/f/e/i/n/t/s/
fell,38365,85.25555556,0.407790832,195.8698548,0.000495297,0.000340958,0.000380408,0.000422603,0.000457386,0.000472583,0.000459411,0.000417037,0.000353038,0.000279624,0.000208517,0.000147518,f/E/l,_/_/f/E/l/_/_/,_/_/f/e/l/l/_/_/
felt,114858,255.24,0.507402981,338.9070669,0.000856997,0.00037638,0.000448028,0.000540514,0.000643391,0.000736646,0.000796625,0.000805903,0.000760893,0.000672372,0.000559455,0.000441651,f/E/lt,_/_/f/E/l/t/_/,_/_/f/e/l/t/_/_/
fen,169,0.375555556,0.05,13,3.29E-05,0.000165712,0.000136106,0.000104238,7.37E-05,4.77E-05,2.83E-05,1.54E-05,7.70E-06,3.59E-06,1.56E-06,6.46E-07,f/E/n,_/_/f/E/n/_/_/,_/_/f/e/n/_/_/_/
fence,11412,25.36,0.299334837,106.8269629,0.000270134,0.000301791,0.000313784,0.000319062,0.000311777,0.000288267,0.00024949,0.000201096,0.00015096,0.000105965,7.00E-05,4.39E-05,f/E/ns,_/_/f/E/n/s/_/,_/_/f/e/n/c/e/_/
fend,1317,2.926666667,0.125136467,36.29049462,9.18E-05,0.000232038,0.000213409,0.000186742,0.000153524,0.00011746,8.32E-05,5.45E-05,3.31E-05,1.88E-05,1.00E-05,5.06E-06,f/E/nd,_/_/f/E/n/d/_/,_/_/f/e/n/d/_/_/
fern,1040,2.311111111,0.109537114,32.24903099,8.15E-05,0.00022441,0.000203689,0.000175441,0.000141648,0.00010624,7.37E-05,4.72E-05,2.80E-05,1.55E-05,8.09E-06,4.00E-06,f/@/rn,_/_/f/^/r/n/_/,_/_/f/e/r/n/_/_/
fess,186,0.413333333,0.05,13.6381817,3.45E-05,0.000168809,0.000139373,0.000107383,7.64E-05,4.99E-05,2.98E-05,1.63E-05,8.25E-06,3.88E-06,1.71E-06,7.11E-07,f/E/s,_/_/f/E/s/_/_/,_/_/f/e/s/s/_/_/
fest,982,2.182222222,0.105904669,31.33687923,7.92E-05,0.000222556,0.000201362,0.000172775,0.000138887,0.000103669,7.15E-05,4.56E-05,2.69E-05,1.48E-05,7.69E-06,3.77E-06,f/E/st,_/_/f/E/s/t/_/,_/_/f/e/s/t/_/_/
fetch,2297,5.104444444,0.165503375,47.92702787,0.000121193,0.000250006,0.000237231,0.00021557,0.000185061,0.000148484,0.000110632,7.64E-05,4.90E-05,2.93E-05,1.65E-05,8.83E-06,f/E/tS/,_/_/f/E/C/_/_/,_/_/f/e/t/c/h/_/
fete,223,0.495555556,0.05,14.93318452,3.78E-05,0.000174669,0.000145642,0.000113503,8.18E-05,5.41E-05,3.28E-05,1.83E-05,9.40E-06,4.49E-06,2.01E-06,8.54E-07,f/eI/t,_/_/f/e/t/_/_/,_/_/f/e/t/e/_/_/
fetes,56,0.124444444,0.05,7.483314774,1.89E-05,0.000130032,0.000100639,7.20E-05,4.72E-05,2.82E-05,1.53E-05,7.57E-06,3.44E-06,1.45E-06,5.69E-07,2.11E-07,f/eI/ts,_/_/f/e/t/s/_/,_/_/f/e/t/e/s/_/
feu,158,0.351111111,0.05,12.56980509,3.18E-05,0.000163538,0.000133831,0.000102066,7.18E-05,4.63E-05,2.73E-05,1.47E-05,7.34E-06,3.39E-06,1.47E-06,6.04E-07,f/j/u/,_/_/f/W/_/_/_/,_/_/f/e/u/_/_/_/
feud,1142,2.537777778,0.11559499,33.7934905,8.55E-05,0.000227432,0.000207513,0.000179855,0.000146253,0.000110559,7.73E-05,5.00E-05,3.00E-05,1.68E-05,8.81E-06,4.39E-06,f/j/u/d,_/_/f/W/d/_/_/,_/_/f/e/u/d/_/_/
few,226559,503.4644444,0.569375391,475.9821425,0.001203619,0.000398324,0.000493794,0.000627647,0.000793376,0.000968841,0.001119783,0.001211793,0.001224291,0.001157823,0.001031072,0.000871166,f/j/u/,_/_/f/W/_/_/_/,_/_/f/e/w/_/_/_/
fez,97,0.215555556,0.05,9.848857802,2.49E-05,0.000147778,0.000117789,8.72E-05,5.93E-05,3.68E-05,2.09E-05,1.08E-05,5.15E-06,2.28E-06,9.43E-07,3.69E-07,f/E/z,_/_/f/E/z/_/_/,_/_/f/e/z/_/_/_/
fib,125,0.277777778,0.05,11.18033989,2.83E-05,0.00015597,0.00012603,9.47E-05,6.56E-05,4.15E-05,2.40E-05,1.27E-05,6.20E-06,2.80E-06,1.19E-06,4.77E-07,f/I/b,_/_/f/I/b/_/_/,_/_/f/i/b/_/_/_/
fice,26,0.057777778,0.05,5.099019514,1.29E-05,0.000105247,7.82E-05,5.35E-05,3.34E-05,1.89E-05,9.66E-06,4.50E-06,1.92E-06,7.55E-07,2.78E-07,9.61E-08,f/aI/s,_/_/f/Y/s/_/_/,_/_/f/i/c/e/_/_/
fie,60,0.133333333,0.05,7.745966692,1.96E-05,0.000132261,0.000102741,7.38E-05,4.86E-05,2.92E-05,1.59E-05,7.92E-06,3.62E-06,1.53E-06,6.07E-07,2.27E-07,f/aI/,_/_/f/Y/_/_/_/,_/_/f/i/e/_/_/_/
fief,68,0.151111111,0.05,8.246211251,2.09E-05,0.000136304,0.000106593,7.72E-05,5.12E-05,3.10E-05,1.71E-05,8.59E-06,3.97E-06,1.70E-06,6.81E-07,2.58E-07,f/i/f,_/_/f/i/f/_/_/,_/_/f/i/e/f/_/_/
field,77199,171.5533333,0.471227877,277.8470802,0.000702594,0.000363545,0.000422667,0.000494777,0.000568836,0.00062737,0.000652674,0.000634812,0.000576101,0.000489278,0.00039126,0.000296844,f/i/ld,_/_/f/i/l/d/_/,_/_/f/i/e/l/d/_/
fields,23822,52.93777778,0.364838735,154.3437721,0.00039029,0.000325564,0.000353256,0.000378892,0.000393775,0.000389346,0.000361512,0.000313144,0.00025284,0.00019097,0.000135788,9.16E-05,f/i/ldz,_/_/f/i/l/d/z/,_/_/f/i/e/l/d/s/
fiend,264,0.586666667,0.05,16.24807681,4.11E-05,0.000180121,0.000151577,0.000119399,8.71E-05,5.84E-05,3.59E-05,2.03E-05,1.06E-05,5.15E-06,2.35E-06,1.01E-06,f/i/nd,_/_/f/i/n/d/_/,_/_/f/i/e/n/d/_/
